chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chrII	7021545	7022480	-	cel_circ_0000236	935	537	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C52E12.4	C52E12.4	Memczak2013
chrIII	1940647	1941742	-	cel_circ_0000336	1095	339	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F53A3.1	F53A3.1	Memczak2013
chrIII	3538329	3538432	+	cel_circ_0000369	103	103	sperm	None	ANTISENSE, CDS, coding, INTERNAL	C54C6.2	ben-1	Memczak2013
chrII	9651408	9652447	-	cel_circ_0000248	1039	989	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	ZK1307.4	ZK1307.4	Memczak2013
chrI	332611	332950	+	cel_circ_0000004	339	258	1cell, fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y48G1A.3	Y48G1A.3	Memczak2013
chrI	381044	381221	-	cel_circ_0000006	177	177	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	R119.4	pqn-59	Memczak2013
chrI	11897184	11902178	+	cel_circ_0000122	4994	4781	fem1, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y47H9C.10	fbxa-216	Memczak2013
chrX	4328525	4328892	-	cel_circ_0000704	367	307	1cell, fem1	None	ALT_DONOR, CDS, coding, UTR5	C24A8.5	C24A8.5	Memczak2013
chrIII	12986126	12986204	+	cel_circ_0000456	78	78	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	ZK1010.5	ZK1010.5	Memczak2013
chrIV	10928365	10928509	-	cel_circ_0000555	144	144	2cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK593.5	dnc-1	Memczak2013
chrIV	8076433	8076534	+	cel_circ_0000542	101	101	1cell, 2cell	None	ALT_DONOR, CDS, coding, INTERNAL	C18F3.2a	sax-7	Memczak2013
chrIII	11067035	11067503	+	cel_circ_0000430	468	468	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y48A6B.11b	rsa-2	Memczak2013
chrII	310160	316103	-	cel_circ_0000174	5943	5715	fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	K01A2.8a	mps-2	Memczak2013
chrV	11981279	11981383	-	cel_circ_0000623	104	104	1cell	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	C52E4.4.1	rpt-1	Memczak2013
chrIII	12499440	12501213	+	cel_circ_0000448	1773	617	2cell, sperm	None	ANNOTATED, CDS, coding, UTR5	Y111B2A.4	Y111B2A.4	Memczak2013
chrII	2119831	2120287	-	cel_circ_0000196	456	405	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	R52.8	math-36	Memczak2013
chrII	8909032	8910995	-	cel_circ_0000243	1963	1963	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	B0457.4	B0457.4	Memczak2013
chrI	1225177	1225537	-	cel_circ_0000017	360	360	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y48G8AL.13.4	Y48G8AL.13	Memczak2013
chrI	13159630	13160015	-	cel_circ_0000138	385	344	2cell, fem1, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	F22G12.6	F22G12.6	Memczak2013
chrI	14409503	14409764	+	cel_circ_0000159	261	261	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y105E8A.9	apg-1	Memczak2013
chrV	308573	311536	-	cel_circ_0000588	2963	960	fem1, spe9	None	ANNOTATED, CDS, coding	F33E11.6b	F33E11.6	Memczak2013
chrV	18176728	18177038	-	cel_circ_0000659	310	258	sperm	None	ALT_DONOR, CDS, coding, downstream_end	C31G12.4	C31G12.4	Memczak2013
chrIII	11219107	11219552	+	cel_circ_0000436	445	401	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	Y47D3A.11	wht-8	Memczak2013
chrIII	2199965	2202969	+	cel_circ_0000345	3004	610	1cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C39B5.6	C39B5.6	Memczak2013
chrII	12191200	12191501	-	cel_circ_0000260	301	301	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y57A10A.15	polg-1	Memczak2013
chrX	13422904	13428173	-	cel_circ_0000717	5269	5269	1cell, 2cell, fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	C29F7.4	fkh-3	Memczak2013
chrI	1763589	1764897	+	cel_circ_0000031	1308	497	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y71G12B.9a	lin-65	Memczak2013
chrII	14785112	14785234	-	cel_circ_0000279	122	122	sperm	Simple_repeat	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end	Y54E2A.9	Y54E2A.9	Memczak2013
chrV	13282859	13283987	-	cel_circ_0000629	1128	436	2cell, fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	F32F2.1	uig-1	Memczak2013
chrV	19027210	19027393	+	cel_circ_0000675	183	183	sperm_act	RC	ANNOTATED, CDS, coding, INTERNAL	Y39B6A.25	Y39B6A.25	Memczak2013
chrIV	16488252	16488980	-	cel_circ_0000580	728	211	spe9	None	ANNOTATED, CDS, coding, UTR5	Y51H4A.3	rho-1	Memczak2013
chrIV	2027469	2030383	-	cel_circ_0000484	2914	1023	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y76B12C.7	cpsf-1	Memczak2013
chrI	10476256	10476403	-	cel_circ_0000101	147	147	1cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F37D6.2c.2	F37D6.2	Memczak2013
chrII	13023559	13025746	-	cel_circ_0000267	2187	849	1cell, sperm	None	ANNOTATED, CDS, coding, UTR5	Y38F1A.10c	max-2	Memczak2013
chrII	2246478	2246959	+	cel_circ_0000201	481	249	1cell, 2cell, fem1, spe9, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	F54A3.2	F54A3.2	Memczak2013
chrIII	237748	240836	+	cel_circ_0000294	3088	669	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y50D7A.4.2	Y50D7A.4	Memczak2013
chrIV	7544279	7544479	+	cel_circ_0000535	200	200	2cell	None	ANTISENSE, CDS, coding, INTERNAL	F49E8.3a.1	F49E8.3a.1	Memczak2013
chrII	8027356	8027687	-	cel_circ_0000239	331	331	spe9	None	ALT_DONOR, CDS, coding, UTR5	C08B11.3	C08B11.3	Memczak2013
chrIII	9081875	9081968	-	cel_circ_0000414	93	93	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	F02A9.3.1	far-2	Memczak2013
chrI	2066705	2067240	+	cel_circ_0000037	535	271	1cell, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y37E3.5b	arl-13	Memczak2013
chrI	11584259	11584672	-	cel_circ_0000118	413	313	sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C17D12.6	spe-9	Memczak2013
chrX	16519399	16521507	+	cel_circ_0000724	2108	1007	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic	T25D1.1	T25D1.1	Memczak2013
chrIII	1623047	1624740	+	cel_circ_0000328	1693	696	fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y22D7AL.5a.2	hsp-60	Memczak2013
chrI	13819657	13820345	-	cel_circ_0000151	688	688	fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	W09G3.6	W09G3.6	Memczak2013
chrIII	13307381	13307546	+	cel_circ_0000460	165	165	spe9	None	ANNOTATED, CDS, coding, UTR5	Y43F4B.7	Y43F4B.7	Memczak2013
chrIII	6094060	6095491	-	cel_circ_0000388	1431	291	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C05D10.4b	C05D10.4	Memczak2013
chrII	13527820	13528259	-	cel_circ_0000270	439	381	1cell	None	ANNOTATED, CDS, coding, INTERNAL	Y48E1B.14a	Y48E1B.14	Memczak2013
chrV	4571714	4572374	+	cel_circ_0000603	660	320	1cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y61A9LA.3b	Y61A9LA.3	Memczak2013
chrIV	805116	805352	+	cel_circ_0000466	236	183	1cell, fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y55F3BL.1	Y55F3BL.1	Memczak2013
chrIII	10064638	10064753	+	cel_circ_0000421	115	115	1cell, 2cell	None	ALT_DONOR, CDS, coding, INTERNAL	T16G12.5	ekl-6	Memczak2013
chrIII	376444	381297	-	cel_circ_0000297	4853	2621	fem1	None	ALT_DONOR, CDS, coding, downstream_end	K10F12.4a	gsto-3	Memczak2013
chrI	14770739	14771307	+	cel_circ_0000167	568	568	1cell, spe9, sperm	None	ANTISENSE, CDS, coding, INTERNAL, intronic	F39B2.7	F39B2.7	Memczak2013
chrI	9115796	9115909	+	cel_circ_0000092	113	113	fem1	None	INTERGENIC	None	None	Memczak2013
chrIII	3963383	3963529	+	cel_circ_0000373	146	146	sperm	None	ANTISENSE, CDS, coding, INTERNAL	R10E9.2	R10E9.2	Memczak2013
chrII	13158438	13184590	+	cel_circ_0000268	26152	25085	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F32A11.1	F32A11.1	Memczak2013
chrI	5591553	5593783	-	cel_circ_0000063	2230	862	2cell, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	M01E11.7a	tag-163	Memczak2013
chrI	13776975	13777291	+	cel_circ_0000148	316	270	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y37H9A.1b	Y37H9A.1	Memczak2013
chrIV	1100344	1100686	+	cel_circ_0000469	342	342	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y55F3AR.1.2	Y55F3AR.1	Memczak2013
chrI	6430388	6430614	-	cel_circ_0000076	226	182	sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	F37E3.3	F37E3.3	Memczak2013
chrII	709756	710204	+	cel_circ_0000183	448	248	1cell, 2cell	None	ANNOTATED, CDS, coding, INTERNAL	T02H6.1b	T02H6.1	Memczak2013
chrX	8275108	8276195	+	cel_circ_0000710	1087	404	fem1, spe9	None	ANNOTATED, CDS, coding, UTR5	F13B9.5.2	ksr-1	Memczak2013
chrII	7075227	7083855	+	cel_circ_0000237	8628	8628	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	T02G5.8.1	kat-1	Memczak2013
chrIV	3061660	3144837	+	cel_circ_0000508	83177	83120	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y67D8C.3a	Y67D8C.3	Memczak2013
chrV	244545	245850	-	cel_circ_0000586	1305	885	fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, upstream_start	R02C2.2	kin-34	Memczak2013
chrI	13831725	13832133	-	cel_circ_0000152	408	361	fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, UTR5	W09G3.1b	W09G3.1	Memczak2013
chrII	15107052	15107582	+	cel_circ_0000284	530	530	fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y53F4B.21	Y53F4B.21	Memczak2013
chrI	7145450	7147575	-	cel_circ_0000082	2125	938	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	H37N21.1	H37N21.1	Memczak2013
chrV	19585245	19585686	+	cel_circ_0000681	441	274	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	B0399.1a	kcnl-1	Memczak2013
chrII	730503	730732	+	cel_circ_0000184	229	229	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y39F10B.1a	Y39F10B.1	Memczak2013
chrV	20401148	20403740	-	cel_circ_0000695	2592	363	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F53H2.3	F53H2.3	Memczak2013
chrIII	1449964	1455758	-	cel_circ_0000320	5794	1396	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	Y82E9BR.17a	Y82E9BR.17	Memczak2013
chrI	6154076	6155661	+	cel_circ_0000071	1585	309	spe9	None	ANNOTATED, CDS, coding, UTR5	T09B4.5a	T09B4.5	Memczak2013
chrIV	16437742	16446115	+	cel_circ_0000579	8373	8373	1cell, sperm	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y10G11A.2a	dlc-3	Memczak2013
chrII	1373807	1374994	-	cel_circ_0000190	1187	478	spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, upstream_start	F54D12.6	rog-1	Memczak2013
chrIV	1933688	1938198	+	cel_circ_0000479	4510	1253	fem1, spe9	None	ALT_DONOR, CDS, coding, INTERNAL	F52C12.4	F52C12.4	Memczak2013
chrI	11928707	11929499	-	cel_circ_0000123	792	743	1cell, 2cell, fem1, spe9, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	R06C1.3	wve-1	Memczak2013
chrII	5208924	5209039	-	cel_circ_0000225	115	115	sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	C34F11.3a.2	C34F11.3	Memczak2013
chrI	12762126	12762806	-	cel_circ_0000130	680	301	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	B0019.1	amx-2	Memczak2013
chrV	16376472	16376562	-	cel_circ_0000644	90	90	sperm	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F13A7.1	F13A7.1	Memczak2013
chrIII	3538359	3538448	+	cel_circ_0000370	89	89	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	C54C6.2	ben-1	Memczak2013
chrV	11536033	11536674	+	cel_circ_0000622	641	310	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F38B7.1a	ccch-1	Memczak2013
chrX	6095041	6095364	+	cel_circ_0000706	323	244	1cell	None	ALT_DONOR, CDS, coding, INTERNAL	C15H9.5.1	C15H9.5	Memczak2013
chrIII	12447984	12450417	-	cel_circ_0000447	2433	1737	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y49E10.19	ani-1	Memczak2013
chrI	379677	379800	+	cel_circ_0000005	123	123	fem1	None	ANTISENSE, CDS, coding, INTERNAL	R119.4	pqn-59	Memczak2013
chrI	11574147	11575692	-	cel_circ_0000117	1545	261	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F15D3.6	F15D3.6	Memczak2013
chrI	8996233	8996356	+	cel_circ_0000089	123	123	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	F32H2.9	tba-6	Memczak2013
chrI	417524	418100	-	cel_circ_0000007	576	378	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y50C1A.2	Y50C1A.2	Memczak2013
chrIV	13702585	13703124	-	cel_circ_0000572	539	539	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	T23G4.1.1	T23G4.1.1	Memczak2013
chrV	6437225	6439434	+	cel_circ_0000610	2209	2157	1cell, 2cell, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	T05H4.5.1	T05H4.5	Memczak2013
chrI	2173754	2174985	+	cel_circ_0000038	1231	307	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	W03F11.6a	afd-1	Memczak2013
chrIV	13497733	13499282	-	cel_circ_0000567	1549	511	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y45F10A.6b	tbc-9	Memczak2013
chrIII	2957002	2957444	+	cel_circ_0000354	442	340	fem1, sperm	None	ANNOTATED, CDS, coding, INTERNAL	H05C05.1a.2	H05C05.1	Memczak2013
chrIII	646750	649537	+	cel_circ_0000302	1514	683	spe9, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	W06E11.7	W06E11.7	Memczak2013
chrI	6087532	6087641	-	cel_circ_0000068	109	109	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK484.5	ZK484.5	Memczak2013
